,Unnamed: 0,codigo,detalle,LISTA,COSTO,COSTO + IVA,VENTA
969,,BEB,BARRAL EXTENSIBLE 1 a 2 mts BLANCO EPOXI,2465.91,#REF!,#REF!,#REF!
970,,BELB,BARRAL EXTENSIBLE 1 a 2 mts.     SUPER LUJO BLANCO,3285.02,#REF!,#REF!,#REF!
971,,BEBL,"BARRAL EXTENSIBLE 1 a 2.20 mts BLANCO EPOXI ""LUQUE",3449.53,#REF!,#REF!,#REF!
972,,BEAL,"BARRAL EXTENSIBLE 1 a 2.20 mts. PULIDO ""LUQUE""",2831.76,#REF!,#REF!,#REF!
973,,,,0.0,#REF!,#REF!,#REF!
974,,,BARRALES DE MADERA,0.0,#REF!,#REF!,#REF!
975,,BM2216,BARRAL MADERA KIT 22 x 1.60,2106.01,#REF!,#REF!,#REF!
976,,BM2218,BARRAL MADERA KIT 22 x 1.80,2361.1,#REF!,#REF!,#REF!
977,,BM2220,BARRAL MADERA KIT 22 x 2.00,2466.51,#REF!,#REF!,#REF!
978,,BM2222,BARRAL MADERA KIT 22 x 2.20,2523.42,#REF!,#REF!,#REF!
979,,BM2224,BARRAL MADERA KIT 22 X 2.40,2751.1,#REF!,#REF!,#REF!
980,,BM3316,BARRAL MADERA KIT 33 x 1.60,4022.3,#REF!,#REF!,#REF!
981,,BM3318,BARRAL MADERA KIT 33 x 1.80,4089.76,#REF!,#REF!,#REF!
982,,BM3320,BARRAL MADERA KIT 33 x 2.00,5664.53,#REF!,#REF!,#REF!
983,,BM3322,BARRAL MADERA KIT 33 x 2.20,5881.67,#REF!,#REF!,#REF!
984,,BM3324,BARRAL MADERA KIT 33 x 2.40,6294.85,#REF!,#REF!,#REF!
985,,,,0.0,#REF!,#REF!,#REF!
986,,,BARRAS PARA  ENCOLADORA,0.0,#REF!,#REF!,#REF!
987,,PPRCH,BARRA PARA ENCOLADORA CHICA,9361.16,#REF!,#REF!,#REF!
988,,PPRGR,BARRA PARA ENCOLADORA GRANDE,9361.16,#REF!,#REF!,#REF!
989,,,,0.0,#REF!,#REF!,#REF!
990,,,"BARREHOJAS METALICO ""SANTA JUANA""",0.0,#REF!,#REF!,#REF!
991,,BHT,BARREHOJA METALICO ONZA 18D.,1169.48,#REF!,#REF!,#REF!
992,,BHOCC,BARREHOJA METALICO ONZA 18D. c/cabo,1560.5,#REF!,#REF!,#REF!
993,,,,0.0,#REF!,#REF!,#REF!
994,,,"BARREHOJAS METALICO ""TRAMONTINA""",0.0,#REF!,#REF!,#REF!
995,,BHTR,BARREHOJAS METALICO TRAMONTINA,4199.49,#REF!,#REF!,#REF!
996,,,,0.0,#REF!,#REF!,#REF!
997,,,BARREHOJAS PLASTICO EL PARQUE,0.0,#REF!,#REF!,#REF!
998,,BHP,BARREHOJA PLASTICO 25 dientes,818.38,#REF!,#REF!,#REF!
999,,BPS,"BARREHOJAS PLASTICO ""SUPER""  55 cm. x 22 dientes",1158.25,#REF!,#REF!,#REF!
1000,,,,0.0,#REF!,#REF!,#REF!
1001,,,BARRETAS SACACLAVOS,0.0,#REF!,#REF!,#REF!
1002,,BS40,BARRETA SACACLAVOS  40 cms.,4661.77,#REF!,#REF!,#REF!
1003,,BS50,BARRETA SACACLAVOS  50 cms.,5365.08,#REF!,#REF!,#REF!
1004,,BS60,BARRETA SACACLAVOS  60 cms.,6184.89,#REF!,#REF!,#REF!
1005,,BS70,BARRETA SACACLAVOS  70 cms.,7297.39,#REF!,#REF!,#REF!
1006,,BS80,BARRETA SACACLAVOS  80 cms.,9429.77,#REF!,#REF!,#REF!
1007,,BS100,BARRETA SACACLAVOS 100 cms.,10846.66,#REF!,#REF!,#REF!
1008,,,,0.0,#REF!,#REF!,#REF!
1009,,,"BELLEZA AUTOMOTOR ""PENETRIT""",0.0,#REF!,#REF!,#REF!
1010,,SRPV,SILICONA RENOVADOR VEHICULAR x 440 cm LAVANDA,861.68,#REF!,#REF!,#REF!
1011,,,,0.0,#REF!,#REF!,#REF!
1012,,,BIDONES PLASTICOS PARA COMBUSTIBLES,0.0,#REF!,#REF!,#REF!
1013,,BPGO10,BIDON PLASTICO PARA GASOIL x 10 lts.,11500.03,#REF!,#REF!,#REF!
1014,,BPGO25,BIDON PLASTICO PARA GASOIL x 25 lts.,17423.64,#REF!,#REF!,#REF!
1015,,BPG10,BIDON PLASTICO PARA GASOLINA x 10 lts.,11500.03,#REF!,#REF!,#REF!
1016,,BPG25,BIDON PLASTICO PARA GASOLINA x 25 lts.,17423.64,#REF!,#REF!,#REF!
1017,,,,0.0,#REF!,#REF!,#REF!
1018,,,BISAGRAS A MUNICION FUMACA,0.0,#REF!,#REF!,#REF!
1019,,BMC7575,BISAGRA MUNICION CARPINTERO  75 x 75 AZUL,860.39,#REF!,#REF!,#REF!
1020,,BMC10075,BISAGRA MUNICION CARPINTERO 100 x 75 AZUL,951.56,#REF!,#REF!,#REF!
1021,,BMC10088,BISAGRA MUNICION CARPINTERO 100 x 88 AZUL,1000.79,#REF!,#REF!,#REF!
1022,,BMM10075,BISAGRA MUNICION MIXTA 100 x 75 1221,704.9,#REF!,#REF!,#REF!
1023,,BMM10088,BISAGRA MUNICION MIXTA 100 x 88 1241,757.65,#REF!,#REF!,#REF!
1024,,BMS10037,BISAGRA MUNICION PARA SOLDAR 100 x 37 1211,712.7,#REF!,#REF!,#REF!
1025,,BMS10075,BISAGRA MUNICION PARA SOLDAR 100 x 75 1391,758.74,#REF!,#REF!,#REF!
1026,,BMS10088,BISAGRA MUNICION PARA SOLDAR 100 x 88 1491,823.47,#REF!,#REF!,#REF!
1027,,BMS7537,BISAGRA MUNICION PARA SOLDAR 75 x 37 1101,546.32,#REF!,#REF!,#REF!
1028,,BMS7575,BISAGRA MUNICION PARA SOLDAR 75 x 75 1291,689.46,#REF!,#REF!,#REF!
1029,,,,0.0,#REF!,#REF!,#REF!
1030,,,BISAGRAS CARPINTERO FUMACA,0.0,#REF!,#REF!,#REF!
1031,,BF8020,BISAGRA FICHA  80 x 20 ZINCADO AZUL,262.43,#REF!,#REF!,#REF!
1032,,BF2315,BISAGRA FICHA 2 x 3 x 1.50 - ZINCADO AZUL,330.52,#REF!,#REF!,#REF!
1033,,BF2515,BISAGRA FICHA 2 x 5 x 1.50 - ZINCADO AZUL,376.15,#REF!,#REF!,#REF!
1034,,,,0.0,#REF!,#REF!,#REF!
1035,,,BISAGRAS FICHAS P/PLACARDS,0.0,#REF!,#REF!,#REF!
1036,,BP50B,BISAGRA PLACARD 50 mm. BRONCEADAS DER - IZQ,290.69,#REF!,#REF!,#REF!
1037,,BP50N,BISAGRA PLACARD 50 mm. NIQUELADAS DER - IZQ,290.69,#REF!,#REF!,#REF!
1038,,BP63B,BISAGRA PLACARD 63 mm. BRONCEADAS DER - IZQ,387.07,#REF!,#REF!,#REF!
1039,,BP63N,BISAGRA PLACARD 63 mm. NIQUELADAS DER - IZQ,387.07,#REF!,#REF!,#REF!
1040,,,,0.0,#REF!,#REF!,#REF!
1041,,,"BISAGRAS FORJADAS ""CORVEX""",0.0,#REF!,#REF!,#REF!
1042,,BTHF13,BISAGRA  ATORNILLAR HIERRO FORJADO 15 cms.,1031.73,#REF!,#REF!,#REF!
1043,,BTHF20,BISAGRA  ATORNILLAR HIERRO FORJADO 20 cms.,1121.57,#REF!,#REF!,#REF!
1044,,BTHF25,BISAGRA  ATORNILLAR HIERRO FORJADO 25 cms.,1219.68,#REF!,#REF!,#REF!
1045,,BAHF13,BISAGRA AMURAR HIERRO FORJADO 13 cms.,989.39,#REF!,#REF!,#REF!
1046,,BAHF20,BISAGRA AMURAR HIERRO FORJADO 20 cms.,1083.88,#REF!,#REF!,#REF!
1047,,BAHF25,BISAGRA AMURAR HIERRO FORJADO 25 cms.,1180.47,#REF!,#REF!,#REF!
1048,,BDA15,BISAGRA FORJADA DOBLE ALA 15cm,1068.38,#REF!,#REF!,#REF!
1049,,BDA20,BISAGRA FORJADA DOBLE ALA 20cm,1266.19,#REF!,#REF!,#REF!
1050,,BDA25,BISAGRA FORJADA DOBLE ALA 25cm,1397.35,#REF!,#REF!,#REF!
1051,,,,0.0,#REF!,#REF!,#REF!
1052,,,BISAGRAS HERREROS FUMACA,0.0,#REF!,#REF!,#REF!
1053,,BS10033,BISAGRA P/SOLDAR 100-33 581      Bolsa x 25 un.,522.29,#REF!,#REF!,#REF!
1054,,BS100338,BISAGRA P/SOLDAR 100-33-8 571   Bolsa x 25 un.,467.32,#REF!,#REF!,#REF!
1055,,BS1008,BISAGRA P/SOLDAR 100-8 561        Bolsa x 25 un.,433.84,#REF!,#REF!,#REF!
1056,,BS6033,BISAGRA P/SOLDAR 60-33 521        Bolsa x 25 un.,373.05,#REF!,#REF!,#REF!
1057,,BS60338,BISAGRA P/SOLDAR 60-33-8  511    Bolsa x 25 un.,294.9,#REF!,#REF!,#REF!
1058,,BS608,BISAGRA P/SOLDAR 60-8 501          Bolsa x 25 un.,278.6,#REF!,#REF!,#REF!
1059,,BS8033,BISAGRA P/SOLDAR 80-33 551        Bolsa x 25 un.,416.29,#REF!,#REF!,#REF!
1060,,BS80338,BISAGRA P/SOLDAR 80-33-8 541     Bolsa x 25 un.,411.55,#REF!,#REF!,#REF!
1061,,BS808,BISAGRA P/SOLDAR 80-8 531          Bolsa x 25 un.,365.98,#REF!,#REF!,#REF!
1062,,,,0.0,#REF!,#REF!,#REF!
1063,,,BISAGRAS PARA MUEBLES C/ RESORTE,0.0,#REF!,#REF!,#REF!
1064,,BPA26,BISAGRA P/ ALACENA BASE CRUZ DE 26 mm (J26008),230.74,#REF!,#REF!,#REF!
1065,,BPA35,BISAGRA P/ ALACENA BASE CRUZ DE 35 mm (J35008),278.24,#REF!,#REF!,#REF!
1066,,PG60,PISTON A GAS P/ ALACENA 80N,1146.71,#REF!,#REF!,#REF!
1067,,,,0.0,#REF!,#REF!,#REF!
1068,,,BISAGRAS POMELAS  FUMACA,0.0,#REF!,#REF!,#REF!
1069,,BP11055,BISAGRA POMELA CARPINTERO 110 x 55 DER - IZQ AZUL,491.9,#REF!,#REF!,#REF!
1070,,BP14060,BISAGRA POMELA CARPINTERO 140 x 60 DER - IZQ AZUL,787.72,#REF!,#REF!,#REF!
1071,,BP16080,BISAGRA POMELA CARPINTERO 160 x 80 DER - IZQ AZUL,956.97,#REF!,#REF!,#REF!
1072,,BPM110,BISAGRA POMELA MIXTA   110 x 62  DER - IZQ 4031,298.36,#REF!,#REF!,#REF!
1073,,BPM140,BISAGRA POMELA MIXTA   140 x 75  DER - IZQ 4041,566.16,#REF!,#REF!,#REF!
1074,,BPM160,BISAGRA POMELA MIXTA   160 x 80  DER - IZQ 4051,637.44,#REF!,#REF!,#REF!
1075,,,,0.0,#REF!,#REF!,#REF!
1076,,,BISAGRAS TIPO 1842,0.0,#REF!,#REF!,#REF!
1077,,B18421,"BISAGRA TIPO 1842    1"" 48 unid.",6621.7,#REF!,#REF!,#REF!
1078,,B1842114,"BISAGRA TIPO 1842   1 1/4"" 48 unid.",7306.6,#REF!,#REF!,#REF!
1079,,B1842112,"BISAGRA TIPO 1842  1 1/2"" 48 unid.",8446.31,#REF!,#REF!,#REF!
1080,,B18422,"BISAGRA TIPO 1842  2"" 24 unid.",4664.7,#REF!,#REF!,#REF!
1081,,B1842212,"BISAGRA TIPO 1842 2 1/2"" 24 unid.",6779.56,#REF!,#REF!,#REF!
1082,,,,0.0,#REF!,#REF!,#REF!
1083,,,BISAGRAS TIPO 5005,0.0,#REF!,#REF!,#REF!
1084,,B5B25,"BISAGRA 5005 BRONC. DE  25 mm x 50u. ""FUMACA""",73.93,#REF!,#REF!,#REF!
1085,,B5B38,"BISAGRA 5005 BRONC. DE  38 mm x 25u. ""FUMACA""",122.56,#REF!,#REF!,#REF!
1086,,B5B51,"BISAGRA 5005 BRONC. DE  51 mm x 25u. ""FUMACA""",158.3,#REF!,#REF!,#REF!
1087,,B5B63,"BISAGRA 5005 BRONC. DE  63 mm x 25u. ""FUMACA""",191.63,#REF!,#REF!,#REF!
1088,,B5B76,"BISAGRA 5005 BRONC. DE  76 mm x 25u. ""FUMACA""",302.63,#REF!,#REF!,#REF!
1089,,,,0.0,#REF!,#REF!,#REF!
1090,,,"BOCALLAVES ""ROTTWEILER"" ENC. 1/2",0.0,#REF!,#REF!,#REF!
1091,,BRE8,"BOCALLAVE ""ROTTWEILER"" ESTRIADO   8 mm",823.46,#REF!,#REF!,#REF!
1092,,BRE9,"BOCALLAVE ""ROTTWEILER"" ESTRIADO   9 mm",823.46,#REF!,#REF!,#REF!
1093,,BRE10,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  10 mm",823.46,#REF!,#REF!,#REF!
1094,,BRE11,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  11 mm",823.46,#REF!,#REF!,#REF!
1095,,BRE12,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  12 mm",823.46,#REF!,#REF!,#REF!
1096,,BRE13,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  13 mm",911.99,#REF!,#REF!,#REF!
1097,,BRE14,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  14 mm",911.99,#REF!,#REF!,#REF!
1098,,BRE15,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  15 mm",911.99,#REF!,#REF!,#REF!
1099,,BRE16,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  16 mm",911.99,#REF!,#REF!,#REF!
1100,,BRE17,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  17 mm",972.79,#REF!,#REF!,#REF!
1101,,BRE18,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  18 mm",1018.65,#REF!,#REF!,#REF!
1102,,BRE19,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  19 mm",1018.65,#REF!,#REF!,#REF!
1103,,BRE20,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  20 mm",1233.05,#REF!,#REF!,#REF!
1104,,BRE21,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  21 mm",1233.05,#REF!,#REF!,#REF!
1105,,BRE22,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  22 mm",1397.32,#REF!,#REF!,#REF!
1106,,BRE23,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  23 mm",1495.98,#REF!,#REF!,#REF!
1107,,BRE24,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  24 mm",1725.85,#REF!,#REF!,#REF!
1108,,BRE27,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  27 mm",1764.25,#REF!,#REF!,#REF!
1109,,BRE30,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  30 mm",1772.25,#REF!,#REF!,#REF!
1110,,BRE32,"BOCALLAVE ""ROTTWEILER"" ESTRIADO  32 mm",2519.44,#REF!,#REF!,#REF!
1111,,BRH8,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL   8 mm",823.46,#REF!,#REF!,#REF!
1112,,BRH9,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL   9 mm",823.46,#REF!,#REF!,#REF!
1113,,BRH10,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  10 mm",823.46,#REF!,#REF!,#REF!
1114,,BRH11,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  11 mm",823.46,#REF!,#REF!,#REF!
1115,,BRH12,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  12 mm",823.46,#REF!,#REF!,#REF!
1116,,BRH13,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  13 mm",911.99,#REF!,#REF!,#REF!
1117,,BRH14,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  14 mm",911.99,#REF!,#REF!,#REF!
1118,,BRH15,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  15 mm",911.99,#REF!,#REF!,#REF!
1119,,BRH16,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  16 mm",911.99,#REF!,#REF!,#REF!
1120,,BRH17,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  17 mm",972.79,#REF!,#REF!,#REF!
1121,,BRH18,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  18 mm",1018.65,#REF!,#REF!,#REF!
1122,,BRH19,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  19 mm",1018.65,#REF!,#REF!,#REF!
1123,,BRH20,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  20 mm",1233.05,#REF!,#REF!,#REF!
1124,,BRH21,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  21 mm",1233.05,#REF!,#REF!,#REF!
1125,,BRH22,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  22 mm",1397.32,#REF!,#REF!,#REF!
1126,,BRH23,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  23 mm",1495.98,#REF!,#REF!,#REF!
1127,,BRH24,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  24 mm",1725.85,#REF!,#REF!,#REF!
1128,,BRH25,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  25 mm",1764.25,#REF!,#REF!,#REF!
1129,,BRH26,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  26 mm",1772.25,#REF!,#REF!,#REF!
1130,,BRH27,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  27 mm",2519.44,#REF!,#REF!,#REF!
1131,,BRH30,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  30 mm",2519.44,#REF!,#REF!,#REF!
1132,,BRH32,"BOCALLAVE ""ROTTWEILER"" HEXAGONAL  32 mm",2519.44,#REF!,#REF!,#REF!
1133,,BUCA,BOCALLAVE UNIVERSAL CON ADAPTADOR 3/8,5565.91,#REF!,#REF!,#REF!
1134,,,,0.0,#REF!,#REF!,#REF!
1135,,,BOCALLAVES DE BRONCE,0.0,#REF!,#REF!,#REF!
1136,,BBC,BOCALLAVE DE BRONCE CUAD. D. PALETA - COMUN  40 mm,649.42,#REF!,#REF!,#REF!
1137,,BBR,BOCALLAVE DE BRONCE RED. D. PALETA - COMUN  40 mm.,649.39,#REF!,#REF!,#REF!
1138,,,,0.0,#REF!,#REF!,#REF!
1139,,,BOCALLAVES MAGNETICOS,0.0,#REF!,#REF!,#REF!
1140,,BMM14,"BOCALLAVE MAGNETICO ""ROTTWEILER""      1/4",719.65,#REF!,#REF!,#REF!
1141,,BMM516,"BOCALLAVE MAGNETICO ""ROTTWEILER""      5/16",781.5,#REF!,#REF!,#REF!
1142,,BMM38,"BOCALLAVE MAGNETICO ""ROTTWEILER""     3/8",802.96,#REF!,#REF!,#REF!
1143,,BMM716,"BOCALLAVE MAGNETICO ""ROTTWEILER""     7/16",948.53,#REF!,#REF!,#REF!
1144,,,,0.0,#REF!,#REF!,#REF!
1145,,,"BOCALLAVES TORX ""RHEIN""",0.0,#REF!,#REF!,#REF!
1146,,BRTH8,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E  8",1750.84,#REF!,#REF!,#REF!
1147,,BRTH10,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E 10",1750.84,#REF!,#REF!,#REF!
1148,,BRTH11,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E 11",1750.84,#REF!,#REF!,#REF!
1149,,BRTH12,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E 12",1750.84,#REF!,#REF!,#REF!
1150,,BRTH14,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E 14",1750.84,#REF!,#REF!,#REF!
1151,,BRTH16,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E 16",1750.84,#REF!,#REF!,#REF!
1152,,BRTH18,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E 18",1936.6,#REF!,#REF!,#REF!
1153,,BRTH20,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E 20",2495.26,#REF!,#REF!,#REF!
1154,,BRTH22,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E 22",2495.26,#REF!,#REF!,#REF!
1155,,BRTH24,"BOCALLAVE ""RHEIN"" TORX HEMBRA   E 24",2917.61,#REF!,#REF!,#REF!
1156,,BRTM20,"BOCALLAVE ""RHEIN"" TORX MACHO     T 20",2917.61,#REF!,#REF!,#REF!
1157,,BRTM25,"BOCALLAVE ""RHEIN"" TORX MACHO     T 25",2917.61,#REF!,#REF!,#REF!
1158,,BRTM27,"BOCALLAVE ""RHEIN"" TORX MACHO     T 27",2917.61,#REF!,#REF!,#REF!
1159,,BRTM30,"BOCALLAVE ""RHEIN"" TORX MACHO     T 30",2917.61,#REF!,#REF!,#REF!
1160,,BRTM40,"BOCALLAVE ""RHEIN"" TORX MACHO     T 40",2917.61,#REF!,#REF!,#REF!
1161,,BRTM45,"BOCALLAVE ""RHEIN"" TORX MACHO     T 45",2134.85,#REF!,#REF!,#REF!
1162,,BRTM50,"BOCALLAVE ""RHEIN"" TORX MACHO     T 50",2917.61,#REF!,#REF!,#REF!
1163,,BRTM55,"BOCALLAVE ""RHEIN"" TORX MACHO     T 55",3087.76,#REF!,#REF!,#REF!
1164,,BRTM60,"BOCALLAVE ""RHEIN"" TORX MACHO     T 60",3087.76,#REF!,#REF!,#REF!
1165,,,,0.0,#REF!,#REF!,#REF!
1166,,,"BOCALLAVES Y ACCESORIOS ""RHEIN""",0.0,#REF!,#REF!,#REF!
1167,,BER,"BERBIQUI ""RHEIN""",9651.85,#REF!,#REF!,#REF!
1168,,BR7,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2         7 mm.",697.67,#REF!,#REF!,#REF!
1169,,BR8,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2         8 mm.",1350.99,#REF!,#REF!,#REF!
1170,,BR9,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2         9 mm.",1350.99,#REF!,#REF!,#REF!
1171,,BR10,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        10 mm.",1350.99,#REF!,#REF!,#REF!
1172,,BR11,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        11 mm.",1350.99,#REF!,#REF!,#REF!
1173,,BR122,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        12 mm.",1350.99,#REF!,#REF!,#REF!
1174,,BR13,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        13 mm.",1493.82,#REF!,#REF!,#REF!
1175,,BR14,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        14 mm.",1493.82,#REF!,#REF!,#REF!
1176,,BR15,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        15 mm.",1493.82,#REF!,#REF!,#REF!
1177,,BR16,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        16 mm.",1493.82,#REF!,#REF!,#REF!
1178,,BR17,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        17 mm.",1592.54,#REF!,#REF!,#REF!
1179,,BR18,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        18 mm.",1670.67,#REF!,#REF!,#REF!
1180,,BR19,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        19 mm.",1670.67,#REF!,#REF!,#REF!
1181,,BR20,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        20 mm.",2018.5,#REF!,#REF!,#REF!
1182,,BR21,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        21 mm.",2018.5,#REF!,#REF!,#REF!
1183,,BR22,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        22 mm.",2288.2,#REF!,#REF!,#REF!
1184,,BR23,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        23 mm.",2452.45,#REF!,#REF!,#REF!
1185,,BR24,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        24 mm.",2826.33,#REF!,#REF!,#REF!
1186,,BR25,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        25 mm.",2881.78,#REF!,#REF!,#REF!
1187,,BR26,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        26 mm.",2903.2,#REF!,#REF!,#REF!
1188,,BR27,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        27 mm.",4120.61,#REF!,#REF!,#REF!
1189,,BR28,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        28 mm.",4120.61,#REF!,#REF!,#REF!
1190,,BR29,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        29 mm.",4120.61,#REF!,#REF!,#REF!
1191,,BR30,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        30 mm.",4120.61,#REF!,#REF!,#REF!
1192,,BR32,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        32 mm.",4120.61,#REF!,#REF!,#REF!
1193,,BR516,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 a    5/16",1319.9,#REF!,#REF!,#REF!
1194,,BR38,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 b    3/8",1319.9,#REF!,#REF!,#REF!
1195,,BR716,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 c    7/16",1319.9,#REF!,#REF!,#REF!
1196,,BR12,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 d    1/2",1319.9,#REF!,#REF!,#REF!
1197,,BR916,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 e    9/16",1422.82,#REF!,#REF!,#REF!
1198,,BR58,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 f    5/8",1422.82,#REF!,#REF!,#REF!
1199,,BR1116,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 g    11/16",1466.51,#REF!,#REF!,#REF!
1200,,BR34,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 h    3/4",1588.76,#REF!,#REF!,#REF!
1201,,BR78,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 i    7/8",2288.2,#REF!,#REF!,#REF!
1202,,BR1,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 j    1""",2967.47,#REF!,#REF!,#REF!
1203,,BR11166,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 k    1 1/16""",4118.93,#REF!,#REF!,#REF!
1204,,BR114,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2 m    1 1/4""",3016.2,#REF!,#REF!,#REF!
1205,,MTCR,"MANIJA  T CORREDIZA ""RHEIN"" encastre 1/2",6641.53,#REF!,#REF!,#REF!
1206,,MCR,"MANIJA CRIQUE ""RHEIN""  ENCASTRE 1/2""",10803.72,#REF!,#REF!,#REF!
1207,,MFAR,"MANIJA FUERZA ARTICULADA ""RHEIN"" ENCASTRE 1/2""",11371.26,#REF!,#REF!,#REF!
1208,,MUR,"MOVIMIENTO UNIVERSAL "" RHEIN "" encastre 1/2",6475.6,#REF!,#REF!,#REF!
1209,,PR3,"PROLONGADOR ""RHEIN""     3""",2055.47,#REF!,#REF!,#REF!
1210,,PR6,"PROLONGADOR ""RHEIN""     6""",4052.13,#REF!,#REF!,#REF!
1211,,PR10,"PROLONGADOR ""RHEIN""    10""",5269.54,#REF!,#REF!,#REF!
1212,,,,0.0,#REF!,#REF!,#REF!
1213,,,BOLSAS PARA RESIDUOS,0.0,#REF!,#REF!,#REF!
1214,,BPC6090,BOLSA PARA CONSORCIO 60 x 90 x 10 unid.,445.2,#REF!,#REF!,#REF!
1215,,BPC80110,BOLSA PARA CONSORCIO 80 x 110 x 10 unid.,731.4,#REF!,#REF!,#REF!
1216,,BPES,BOLSA PARA ESCOMBRO 48 x 70 x 10 unid.,620.1,#REF!,#REF!,#REF!
1217,,BPR4560,BOLSA PARA RESIDUOS 45 x 60 x 10 unid.,174.9,#REF!,#REF!,#REF!
1218,,BPR5070,BOLSA PARA RESIDUOS 50 x 70 x 10 unid.,228.96,#REF!,#REF!,#REF!
1219,,,,0.0,#REF!,#REF!,#REF!
1220,,,"BOLSOS PORTA HERRAMIENTAS ""GLADIATOR""",0.0,#REF!,#REF!,#REF!
