,Unnamed: 0,Unnamed: 1,Unnamed: 2
395,,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        28 mm.",BR28
396,,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        29 mm.",BR29
397,,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        30 mm.",BR30
398,,"BOCALLAVE ""RHEIN"" ENCASTRE 1/2        32 mm.",BR32
399,,"BORAX x 100 grs. ""INSTAL-PROF""",BORAX
400,,BULON CAMERO 5/16 x 100,BC516100
401,,BULON CAMERO 5/16 x 110,BC516110
402,,BULON CAMERO 5/16 x 120,BC516120
403,,BULON CAMERO 5/16 x 130,BC516130
404,,BULON CAMERO 5/16 x 140,BC516140
405,,BULON CAMERO 5/16 x 150,BC516150
406,,BURLETES AUTOADHESIVOS     6 x 10 x 6,BA6106
407,,BURLETES AUTOADHESIVOS   10 x 10 x 5,BA10105
408,,BURLETES AUTOADHESIVOS   15 x 10 x 5,BA15105
409,,BURLETES AUTOADHESIVOS   20 x 10 x 4,BA20104
410,,BURLETES AUTOADHESIVOS   20 x 10 x 6,BA20106
411,,BURLETES AUTOADHESIVOS   25 x 18 x 3,BA25183
412,,BURLETE DE GOMA BLANCO TIPO E (6 mts.),BGBE
413,,BURLETE DE GOMA BLANCO TIPO P (6 mts.),BGBP
414,,BURLETE DE GOMA MARRON TIPO E (6 mts.),BGME
415,,BURLETE DE GOMA MARRON TIPO P (6 mts.),BGMP
416,,BURLETE DE GOMA NEGRO TIPO E (6 mts.),BGNE
417,,BURLETE DE GOMA NEGRO TIPO P (6 mts.),BGNP
418,,BURLETE DE GOMA UNIVERSAL MULTIPROPOSITO (2.5 mts),BGUM
419,,CABLE ACERO GALVANIZADO  2 mm.    1 X 19,CAG2
420,,CABLE ACERO GALVANIZADO  2.5 mm.    1 X 19,CAG25
421,,CABLE ACERO GALVANIZADO  3 mm.    6 x 7,CAG3
422,,CABLE ACERO GALVANIZADO  4 mm.    6 x 7,CAG4
423,,CABLE ACERO GALVANIZADO  5 mm.   6 x 7,CAG5
424,,CABLE ACERO GALVANIZADO  6 mm.    6 x 7,CAG6
425,,CABLE ACERO GALVANIZADO REFORZADO  6 mm.    6 x 19,CAG69
426,,CABLE ACERO GALVANIZADO REFORZADO  8 mm.    6 x 19,CAG8
427,,CABLE ACERO GALVANIZADO REFORZADO 10 mm.   6 x 19,CAG10
428,,CABLE ACERO GALVANIZADO REFORZADO 12 mm.   6 x 19,CAG12
429,,CABLE DE ACERO ENVAINADO - ROLLO 100 mts.,CAE
430,,CABO HACHA TUMBA 90 cms. RECTO - PULIDOS,CH90
431,,CABO P/ MARTILLO GALPONERO 35 cms.,CMG
432,,CABO P/ LIMA 10 cms. MADERA CON VIROLA,CL10
433,,CABO P/ LIMA 12 cms. MADERA CON VIROLA,CL12
434,,CABO P/ LIMA 14 cms. MADERA CON VIROLA,CL14
435,,CABO P/ LIMA 16 cms. MADERA CON VIROLA,CL16
436,,CABOS PARA BIFERAS,CB
437,,CABO PARA AZADAS 1.50 mts.,CA150
438,,CABO CEPILLO BARRENDERO  1.50 mts.,CCB
439,,CABO PARA ESCOBA CON ROSCA    1.50 mts.,CECRL
440,,CABO PARA ESCOBA SIN ROSCA   1.20 mts.,CESR
441,,CABO HACHITA 35 cms. RECTO,CH35
442,,CABO HACHITA 40 cms. RECTO,CH40
443,,CABO HACHITA VIZCAINA DE 35 cms.,chv35
444,,CABO P/ MACETA ALBAÑIL 25 cms.,CM25
445,,CABO P/ MACETA ALBAÑIL 30 cms.,CM30
446,,CABO P/ MACETA ALBAÑIL 35 cms.,CM35
447,,CABO P/ MACETA ALBAÑIL 40 cms.,CM40
448,,CABO MAZA 60 cms.RECTO PULIDO,CM60
449,,CABO MAZA 90 cms. RECTO PULIDO,CM90
450,,CABO PALA 70 cms. EMPUÑADURA METALICA,CPM70
451,,CABO PALA 70 cms. EMPUÑADURA PLASTICA,CPP70
452,,CABO PARA PICO 90 cms. PULIDOS,CP
453,,CABO P/ RASTRILLO 1.50 mts.,CR150
454,,CADENA PATENTE ZINCADA NO. 25  8.0 mts  x  kg.  Ba,CPZ25
455,,CADENA PATENTE ZINCADA NO. 30  6.0 mts  x  kg.  Ba,CPZ30
456,,CADENA PATENTE ZINCADA NO. 40  3.3 mts  x  kg.  Ba,CPZ40
457,,CADENA PATENTE ZINCADA NO. 50  2.0 mts  x  kg.  Ba,CPZ50
458,,CADENA PATENTE ZINCADA NO. 60  1.4 mts  x  kg.  Ba,CPZ60
459,,CADENA PATENTE ZINCADA NO. 70  1.0 mts. x  kg.  Ba,CPZ70
460,,CADENA PATENTE ZINCADA NO. 80  0.8 mts  x  kg.  Ba,CPZ80
461,,CADENA PATENTE ZINCADA NO. 90  0.6 mts  x  kg.  Ba,CPZ90
462,,"CAJA HERRAM. PLAST. 13"" C/BAND. KASSE C13ACB",CP13CB
463,,"CAJA HERRAM. PLAST. 16"" C/ BAND. KASSE C16ACB",CP16CB
464,,"CAJA HERRAM. PLAST. 19"" C/ BAND. KASSE C19ACB",CP19CB
465,,CALENTADOR INMERSION METALICO LARGO,CIRB
466,,CALENTADOR INMERSION PLASTICO SUPER,CIP
467,,"CANDADO COMBINACION 35mm ""ROTTWEILER""",CC35
468,,"CANDADO BRONCEADO ""DUBAI"" 20 mm.",CBD20
469,,"CANDADO BRONCEADO ""DUBAI"" 25 mm.",CBD25
470,,"CANDADO BRONCEADO ""DUBAI"" 32 mm.",CBD32
471,,"CANDADO BRONCEADO ""DUBAI"" 38 mm.",CBD38
472,,"CANDADO BRONCEADO ""DUBAI"" 50 mm.",CBD50
473,,"CANDADO BRONCEADO ""DUBAI"" 63 mm.",CBD63
474,,CANDADO BRONCEADO DUBAI LARGO 32mm.,CBDL32
475,,CANDADO BRONCEADO DUBAI LARGO 38mm.,CBDL38
476,,CANDADO BRONCEADO DUBAI LARGO 50mm.,CBDL50
477,,"CANILLA PARA LAVARROPAS NIQUELADA 1/2""",CPLN
478,,"CANILLA P/ LAVARROPAS PLASTICA ""GINYPLAS""",CPLP
479,,"CANILLA ESFERICA NIQUELADA 1/2""",CEN12
480,,"CANILLA ESFERICA NIQUELADA 1/2"" MARIPOSA",CEN12M
481,,"CANILLA ESFERICA NIQUELADA 3/4""",CEN34
482,,"CANILLA ESFERICA NIQUELADA 3/4"" MARIPOSA",CEN34M
483,,"CANILLA ESFERICA NIQUELADA ESFERA BRONCE  1""",CEN1
484,,"CANILLA PLASTICA ESF.C/MANGA 1/2""",CP12
485,,"CANILLA PLASTICA ESF.C/MANGA 3/4""",CP34
486,,CANILLA PLASTICA 1/2  GINYPLAS,CP12G
487,,CANILLA PLASTICA 3/4  GINYPLAS,CP34G
488,,CANILLA PLASTICA ESFERICA 1/2 P/ACOPLE,CP12GA
489,,CAÑAMO PEINADO BOLSITA 20 grs.,CPB20
490,,CARRETEL BORDEADORA T/ SCHAEFFER C/ROSCA (EBOCAM),CSCR
491,,CARRETEL COMPLETO CON TANZA (EBOCACC),CCCT
492,,CARRETEL PARA BORDEADORA AUTOMATICO (EBOCAA),CBA
493,,CARRETEL T/ SCHAEFFER TAPA ROJA (EBOCAT),CSLN
494,,CEMENTO DE CONTACTO  FORTEX 101 x 18 lts.,CCF10118
495,,CEMENTO DE CONTACTO  FORTEX S/TOL. 101 x 18 lts.,CCFST118
496,,CEMENTO DE CONTACTO FORTEX  101 x     50 cc.,CCF50
497,,CEMENTO DE CONTACTO FORTEX  101 x    1/8 lts.,CCF18
498,,CEMENTO DE CONTACTO FORTEX  101 x   1/4 lts.,CCF14
499,,CEMENTO DE CONTACTO FORTEX  101 x  1/2 lts.,CCF12
500,,CEMENTO DE CONTACTO FORTEX  101 x 1 lts.,CCF1
501,,CEMENTO DE CONTACTO FORTEX  101 x 4 lts.,CCF4
502,,CEPILLO MATRICERO SET x 3 pzas.,CM3
503,,"CEPILLO BARRENDERO ""CALABRO""",CBC
504,,CEPILLO ACERO CURVO M/ PLASTICO BANANITA,CCMP
505,,CEPILLO ALAMBRE 4 x 19 CON MANGO,C419
506,,CEPILLO ALAMBRE 6 x 19 SIN MANGO,C619
507,,CEPILLOS PARA TALADRO JUEGO x 3 pzs.,CPTJ3
508,,CEPILLOS PARA TALADRO JUEGO x 5 pzs. ( 7438 ),CPTJ5
509,,CEPILLOS PARA TALADRO JUEGO x 6 pzs.,CPTJ6
510,,CEPILLO ACERO CON MANGO MADERA IMPORTADO,C419I
511,,CEPILLO ACERO SIN MANGO MADERA IMPORTADO,C619I
512,,CEPILLO CURVO MANGO PLASTICO IMPORTADO,CCMPI
513,,CHALECO REFLECTOR NARANJA,CHRN
514,,CHISPERO MAGICLICK LLAMA,CMLL
515,,CHISPERO MAGICLICK PARTY SOLIDO,CMPS
516,,CHISPERO MAGICLICK SIGLO XXI BLACK,CMSB
517,,CHISPERO MAGICLICK VOLCANO C/ RECARGA,CMVR
518,,CHISPERO MAGICLIK BRASAS,CMB
519,,RECARGA MAGICLIK,RMC
520,,"CINTA AISLADORA PVC x 10 mts. AMARILLA ""TACSA""",CATAM
521,,"CINTA AISLADORA PVC x 20 mts. AMARILLA ""TACSA""",CATAM2
522,,"CINTA AUTOSOLDABLE x 2 mts. ""TACSA""",CASC
523,,CINTA DE EMBALAJE 48 x 50 MARRON,CEMA
524,,CINTA DE EMBALAJE 48 x 50 TRANSPARENTE,CET
525,,CINTA DE PELIGRO x   50 mts. DOBLE FAZ,CPDF50
526,,CINTA DE PELIGRO x 100 mts. DOBLE FAZ,CPDF100
527,,CINTA DE PELIGRO x 200 mts. DOBLE FAZ,CPDF200
528,,CINTA DE ENMASCARAR SLEEVE 18 x 50,CES1850
529,,CINTA DE ENMASCARAR SLEEVE 24 x 50,CES2450
530,,CINTA DE ENMASCARAR SLEEVE 36 x 50,CES3650
531,,CINTA DE ENMASCARAR SLEEVE 48 x 50,CES4850
532,,CINTA DE ENMASCARAR UV AZUL 18 x 50,CAS1850
533,,CINTA DE ENMASCARAR UV AZUL 24 x 50,CAS2450
534,,CINTA DE ENMASCARAR UV AZUL 36 x 50,CAS3650
535,,CINTA DE ENMASCARAR UV AZUL 48 x 50,CAS4850
536,,"CINTA REFRIGERACION SIN ADHESIVO x 20 mts ""TACSA""",CRSA
537,,"CINTA DESTAPACAÑERIAS DE   5 mts. ""VIYILANT""",CDCA5
538,,"CINTA DESTAPACAÑERIAS DE 10 mts. ""VIYILANT""",CDCA10
539,,"CINTA DESTAPACAÑERIAS DE 15 mts. ""ALIGAS""",CDCA15
540,,"CINTA DESTAPACAÑERIAS DE 20 mts. ""ALIGAS""",CDCA20
541,,"CINTA DESTAPA CAÑERIAS  5 mts. ""S 3""",CDC5
542,,"CINTA DESTAPA CAÑERIAS 10  mts. ""S 3""",CDC10
543,,"CINTA DESTAPA CAÑERIAS 15  mts. ""S 3""",CDC15
544,,"CINTA DESTAPA CAÑERIAS 20 mts. ""S 3""",CDC20
545,,"CINTA DESTAPA PILETA  5 mts. ""S 3""",CDP5
546,,"CINTA DESTAPA PILETA 10 mts. ""S 3""",CDP10
547,,"CINTA DESTAPAPILETAS PLASTICA ""ALIGAS""  5 mts.",CDPA5
548,,"CINTA DESTAPAPILETAS PLASTICA ""ALIGAS"" 10 mts.",CDPA10
549,,"CINTA DOBLE FAZ 12 mm. x 5 mts. ""TACSA""",CDF122
550,,"CINTA DOBLE FAZ 18 mm. x 2 mts. ""TACSA""",CDF182
551,,CINTA PAPEL P/ JUNTAS 50 mm x  23 m,CPJ5023
552,,CINTA PAPEL P/ JUNTAS 50 mm x  75 m,CPJ5075
553,,CINTA PAPEL P/ JUNTAS 50 mm x 150 m,CPJ50150
554,,CINTA TRAMADA FIBRA DE VIDRIO 50 mm x 23 m,CTA5023
555,,CINTA TRAMADA FIBRA DE VIDRIO 50 mm x 45 m,CTA5045
556,,CINTA TRAMADA FIBRA DE VIDRIO 50 mm x 90 m,CTA5090
557,,CINTA PASACABLE ALMA DE ACERO 10 mts.,CPCA10
558,,CINTA PASACABLE ALMA DE ACERO 15 mts.,CPCA15
559,,CINTA PASACABLE ALMA DE ACERO 20 mts.,CPCA20
560,,CINTA PASACABLE ALMA DE ACERO 7 mts.,CPCA7
561,,CINTA PASACABLE PVC  5 mts.,CPC7
562,,CINTA PASACABLE PVC 10 mts.,CPC10
563,,CINTA PASACABLE PVC 15 mts.,CPC15
564,,CINTA PASACABLE PVC 20 mts.,CPC20
565,,PORTAHERRAMIENTAS CON CLAVERA N 3,PHCC3
566,,CLAVO CAB.PERDIDA  6 x 12,CCP612
567,,CLAVO CAB.PERDIDA  7 x 16,CCP716
568,,CLAVO CAB.PERDIDA  7 x 20,CCP720
569,,CLAVO CAB.PERDIDA  8 x 20,CCP820
570,,CLAVO CAB.PERDIDA  8 x 25,CCP825
571,,CLAVO CAB.PERDIDA  8 x 30,CCP830
572,,CLAVO CAB.PERDIDA  9 x 20,CCP920
573,,CLAVO CAB.PERDIDA  9 x 25,CCP925
574,,CLAVO CAB.PERDIDA  9 x 30,CCP930
575,,CLAVO CAB.PERDIDA 10 x 25,CCP1025
576,,CLAVO CAB.PERDIDA 10 x 30,CCP1030
577,,CLAVO CAB.PERDIDA 10 x 35,CCP1035
578,,CLAVO CAB.PERDIDA 10 x 40,CCP1040
579,,CLAVO CAB.PERDIDA 12 x 30,CCP1230
580,,CLAVO CAB.PERDIDA 12 x 40,CCP1240
581,,CLAVO CAB.PERDIDA 12 x 50,CCP1250
582,,CLAVO CAB.PERDIDA 14 x 40,CCP1440
583,,CLAVO CAB.PERDIDA 14 x 50,CCP1450
584,,CLAVO CAB.PERDIDA 15 x 50,CCP1550
585,,CLAVO CAB.PERDIDA 16 x 63,CCP1663
586,,CLAVO CAB.PERDIDA 17 x 75,CCP1775
587,,CLAVO CAB.PLOMO 2 1/2 x 8 DENT. x 100 unid.,CCP2128
588,,"CLAVO CAB.PLOMO 3 x 8"" DENT. x 100 unid.",CCP38
589,,"CLAVO CAB.PLOMO 4 x 8"" DENT. x 100 unid.",CCP48
590,,CLAVO ACERO CABEZA CHATA 2.5 x 25,CA2525
591,,CLAVO ACERO CABEZA CHATA 2.5 x 30,CA2530
592,,CLAVO ACERO CABEZA CHATA 2.5 x 35,CA2535
593,,CLAVO ACERO CABEZA CHATA 2.5 x 40,CA2540
594,,CLAVO ACERO CABEZA CHATA 2.5 x 50,CA2550
595,,CLAVO ACERO CABEZA CHATA 3.3 x 30,CA3330
596,,CLAVO ACERO CABEZA CHATA 3.3 x 35,CA3335
597,,CLAVO ACERO CABEZA CHATA 3.3 x 40,CA3340
598,,CLAVO ACERO CABEZA CHATA 3.3 x 50,CA3350
599,,CLAVO ACERO CABEZA CHATA 3.3 x 60,CA3360
600,,CLAVO ACERO CABEZA PERDIDA 1.8 x 30,CAP1830
601,,CLAVO ACERO CABEZA PERDIDA 2 x 35,CAP235
602,,CLAVO ACERO CABEZA PERDIDA 2 x 40,CAP240
603,,CLAVO ACERO CABEZA PERDIDA 2.5 x 35,CAP2535
604,,CLAVO ACERO CABEZA PERDIDA 2.5 x 40,CAP2540
605,,CLAVO ACERO CABEZA REDONDA 1.8 x 16,CA1816
606,,CLAVO ACERO CABEZA REDONDA 1.8 x 19,CA1819
607,,CLAVO ACERO CABEZA REDONDA 2 x 24,CA224
608,,CLAVO ACERO CABEZA REDONDA 2 x 30,CA230
609,,CLAVO ACERO CABEZA REDONDA 2 x 40,CA240
610,,CLAVO ACERO ESCUADRA 2.2 x 20,CAE2220
611,,CLAVO ACERO ESCUADRA 2.2 x 30,CAE2230
612,,CLAVO ACERO ESCUADRA 2.9 x 40,CAE2940
613,,CLAVO ACERO ESCUADRA 2.9 x 50,CAE2950
614,,CLAVO ACERO ESCUADRA 3.3 x 30,CAE3330
615,,CLAVO ACERO ESCUADRA 3.3 x 50,CAE3350
616,,COBERTOR DE POLIETILENO 3 X 3 mts.,CP3X3
617,,COBERTOR DE POLIETILENO 3 X 4 mts.,CP3X4
618,,COBERTOR DE POLIETILENO 3 X 5 mts.,CP3X5
619,,"COBERTOR EXTRA ABSORBENTE ""NAHUEL""",CEA
620,,COLA PARA PISOS FORTEX  x  1 kg.,CPPF1
621,,COLA PARA PISOS FORTEX  x  5 kgs.,CPPF5
622,,COLA PARA PISOS FORTEX  x 25 kgs.,CPPF25
623,,COLA PARA TELGOPOR FORTEX  x  200 grs.,CPT200
624,,"COLA VINILICA x  110 grs P/ VERTEDOR ""CONGO""",CVC125
625,,"COLA VINILICA x  220 grs P/ VERTEDOR ""CONGO""",CVC250
626,,"COLA VINILICA x  500 grs P/ VERTEDOR ""CONGO""",CVC500
627,,"COLA VINILICA x 1000 grs P/ VERTEDOR ""CONGO""",CVC1000
628,,COLA VINILICA FORTEX      1/8 kg.,CVF18
629,,COLA VINILICA FORTEX     1/4 kg.,CVF14
630,,COLA VINILICA FORTEX    1/2 kg.,CVF12
631,,COLA VINILICA FORTEX   1 kg.,CVF1
632,,COLA VINILICA FORTEX   6 kgs.,CVF6
633,,COLA VINILICA FORTEX x 200 grs. C/ PICO VERT.,CVF200
634,,COLA VINILICA FORTEX x 24 kg.,CVF24
635,,CORTAHIERRO FORJADO 20 cms.,CHF20
636,,CORTAHIERRO FORJADO 25 cms.,CHF25
637,,CORTAHIERRO FORJADO 30 cms.,CHF30
638,,CORTAHIERRO FORJADO 35 cms.,CHF35
639,,CORTAHIERRO FORJADO 40 cms.,CHF40
640,,"CORTAHIERRO SDS PLUS ""RHEIN"" 14 x 250 x 20.5",C1425205
641,,"CORTAHIERRO SDS PLUS ""RHEIN"" 14 x 250 x 40",C142540
642,,"PUNTA SDS PLUS ""RHEIN"" 14 x 250",P1425
643,,"PUNTA SDS PLUS ""RHEIN"" 18 x 400",P1840
644,,CORTINA MOSQUERA 0.80 x 2.00,CM0802
645,,CORTINA MOSQUERA 0.90 x 2.00,CM0902
646,,CORTINA MOSQUERA 1.00 x 2.00,CM1002
647,,"CUCHARAS  - FERCAS -  6""   SOLDADAS",CSR6
648,,"CUCHARAS  - FERCAS -  7""   SOLDADAS",CSR7
649,,"CUCHARAS  - FERCAS -  8""   SOLDADAS",CSR8
650,,CUCHARAS  - FERCAS - 7 M   SOLDADAS,CSR7M
651,,CUCHARAS  - FERCAS - 8 M   SOLDADAS,CSR8M
652,,CUTTER GUIA METALICA C/GOMA Y FRENO REF. (1204),CPRG
653,,CUTTER METALICO CON FRENO (0206),CMCF
654,,"DECAPANTE P/SOLDAR x 60 grs. ""INSTAL-PROF""",DI60
655,,DESTAPACAÑERIAS x 1000 cc. (6) TF3,DC1000
656,,DESTORNILLADOR RELOJERO Caja x 6 u.,DR6
657,,"DISCO C/D O/A SECUR ""TYROLIT"" 7"" x 3.2 mm.",DDMS732
658,,"DISCO C/D O/A SECUR ""TYROLIT"" 7"" x 4.8 mm.",DDMS748
659,,"DISCO C/D O/A SECUR ""TYROLIT"" 9"" x 3.2 mm.",DDMS932
660,,"DISCO C/D O/A SECUR ""TYROLIT"" 9"" x 7.0 mm.",DDMS970
661,,"DISCO PLANO O/A BASIC ""TYROLIT"" 4.5"" x 1.0 mm.",DPMB4510
662,,"DISCO PLANO O/A BASIC ""TYROLIT"" 4.5"" x 1.6 mm.",DPMB4516
663,,"DISCO PLANO O/A BASIC ""TYROLIT"" 7"" x 1.6 mm.",DPMB716
664,,"DISCO PLANO O/A EXPERT ""TYROLIT"" 4.5"" x 1.0 mm",DPME4510
665,,"DISCO PLANO O/A EXPERT ""TYROLIT"" 4.5"" x 1.6 mm",DPME4516
666,,"DISCO PLANO O/A EXPERT ""TYROLIT"" 7"" x 1.6 mm.",DPME716
667,,"DISCO PLANO O/A EXPERT ""TYROLIT"" 9"" x 1.9 mm.",DPME919
668,,"DISCO PLANO O/A SECUR ""TYROLIT"" 4.5"" x 0.75 mm.",DPMS4575
669,,"DISCO PLANO O/A SECUR ""TYROLIT"" 4.5"" x 1.0 mm",DPMS4510
670,,"DISCO PLANO O/A SECUR ""TYROLIT"" 4.5"" x 1.6 mm.",DPMS4516
671,,"DISCO PLANO O/A SECUR ""TYROLIT"" 7"" x 1.6 mm.",DPMS716
672,,"DISCO PLANO O/A SECUR ""TYROLIT"" 9"" x 1.9 mm.",DPMS919
673,,"DISCO PLANO O/A EXPERT ""TYROLIT"" 12""",DPME12
674,,"DISCO PLANO O/A EXPERT ""TYROLIT"" 14""",DPME14
675,,"DISCO PLANO O/A EXPERT ""TYROLIT"" 16""",DPME16
676,,"DISCO PLANO O/A SECUR ""TYROLIT"" 12""",DPMS12
677,,"DISCO PLANO O/A SECUR ""TYROLIT"" 14""",DPMS14
678,,"DISCO PLANO O/A SECUR ""TYROLIT"" 16""",DPMS16
679,,ELECTRODO 2.00 MM. FADIRCO x CAJON 30 kgs.,EFC2
680,,ELECTRODO 2.50 MM. FADIRCO x CAJON 25 kgs.,EFC25
681,,ELECTRODO 3.25 MM. FADIRCO x CAJON 25 kgs.,EFC325
682,,EMBUDOS PLASTICOS   9 cms. COMUNES,EP9
683,,EMBUDOS PLASTICOS 12 cms. COMUNES,EP12
684,,EMBUDOS PLASTICOS 16 cms. COMUNES,EP16
685,,ESCARDILLOS NO.2 CORAZON / 2 PUAS,E2CP
686,,ESCARDILLOS NO.2 PALA / CORAZON,E2PC
687,,ESCARDILLOS NO.2 PALA 2 PUAS,E2PP
688,,ESCOBA EXTERIOR 4 HILERAS VICTORIA,ESEX
689,,ESCOBA PLASTICA 4 HILERAS FRANCESCA,ES4H
690,,ESCOBILLON 6 HILERAS BIANCA,ES6H
691,,ESCOBILLON PESADO CERDA PLAST. PILAR,EIBL
692,,ESCOBILLON ANDEN DE CERDA 6 HILERAS  40 cm.,EAC40
693,,ESCOBILLON ANDEN DE CERDA 6 HILERAS  60 cm.,EAC60
694,,ESCOBILLON ANDEN DE CERDA 6 HILERAS  80 cm.,EAC80
695,,ESCOBILLON ANDEN DE CERDA 6 HILERAS 100 cm.,EAC100
696,,ESCOBILLON ANDEN DE PLASTICO 6 HILERAS  40 cm.,EAP40
697,,ESCOBILLON ANDEN DE PLASTICO 6 HILERAS  60 cm.,EAP60
698,,ESCOBILLON ANDEN DE PLASTICO 6 HILERAS  80 cm.,EAP80
699,,ESCOBILLON ANDEN DE PLASTICO 6 HILERAS 100 cm.,EAP100
700,,ESCOBILLON FRANCES DE CERDA 5 HILERAS  40 cm.,EFC40
701,,ESCOBILLON FRANCES DE CERDA 5 HILERAS  60 cm.,EFC60
702,,ESCOBILLON FRANCES DE CERDA 5 HILERAS  80 cm.,EFC80
703,,ESCOBILLON FRANCES DE CERDA 5 HILERAS 100 cm.,EFC100
704,,ESCOBILLON FRANCES DE PLASTICO 5 HILERAS  40 cm.,EFP40
705,,ESCOBILLON FRANCES DE PLASTICO 5 HILERAS  60 cm.,EFP60
706,,ESCOBILLON FRANCES DE PLASTICO 5 HILERAS  80 cm.,EFP80
707,,ESCOBILLON FRANCES DE PLASTICO 5 HILERAS 100 cm.,EFP100
708,,ESCUADRA P/ALBAÑIL 30 cms.,EA30
709,,ESCUADRA P/ALBAÑIL 40 cms.,EA40
710,,ESCUADRA P/ALBAÑIL 50 cms.,EA50
711,,ESCUADRA P/ALBAÑIL 60 cms.,EA60
712,,ESCUADRA P/ALBAÑIL 70 cms.,EA70
713,,ESLABONES ABI. PUL NO. 4 P/CADENA DE 40,EAB4
714,,ESLABONES ABI. PUL NO. 5 P/CADENA DE 50,EAB5
715,,ESLABONES ABI. PUL NO. 6 P/CADENA DE 60,EAB6
716,,ESLABONES ABI. PUL NO. 7 P/CADENA DE 70,EAB7
717,,ESLABONES ABI. PUL NO. 8 P/CADENA DE 80,EAB8
718,,ESPATULA MANGO PVC  40 mm TRAMONTINA,ET40
719,,ESPATULA MANGO PVC  60 mm TRAMONTINA,ET60
720,,ESPATULA MANGO PVC  80 mm TRAMONTINA,ET80
721,,ESPATULA MANGO PVC 100 mm TRAMONTINA,ET100
722,,ESPATULA MANGO PVC 120 mm TRAMONTINA,ET120
723,,"ESPATULA MANGO ANATOMICO PVC  11/2""",EIMA112
724,,"ESPATULA MANGO ANATOMICO PVC  2""",EIMA2
725,,"ESPATULA MANGO ANATOMICO PVC  21/2""",EIMA212
726,,"ESPATULA MANGO ANATOMICO PVC  3""",EIMA3
727,,"ESPATULA MANGO ANATOMICO PVC  4""",EIMA4
728,,"ESPATULA MANGO ANATOMICO PVC  5""",EIMA5
729,,"ESPATULA MANGO ANATOMICO PVC  6""",EIMA6
730,,"ESPATULA PINTOR IMPORTADA  1 1/2""",EPI112
731,,"ESPATULA PINTOR IMPORTADA 2 1/2""",EPI212
732,,"ESPATULA PINTOR IMPORTADA 2""",EPI2
733,,"ESPATULA PINTOR IMPORTADA 3""",EPI3
734,,ESPATULA PLASTICA MULTIUSO  12 x 25 cm.,EPMU
735,,ESPATULA PLASTICA MULTIUSO 115 mm.,EPM115
736,,ESPATULA PLASTICA MULTIUSO 150 mm.,EPM150
737,,ESQUINERO ANGULO  25 X 25 MM. REF. - 24 unid.,EA2525
738,,ESQUINERO ANGULO  44 x 44 mm. REF. - 24 unid.,EA3838
739,,ESQUINERO ANGULO  55 x 55 mm. REF. - 24 unid.,EA5050
740,,ESQUINERO ANGULO  66 x 66 mm. REF. - 24 unid.,EA6464
741,,ESQUINERO ANGULO  88 X 88 MM. REF. - 12 unid.,EA9090
742,,ESQUINERO ANGULO  DOBLE 44 x 44 mm. - 24 unid.,EAD40
743,,ESQUINERO ANGULO  DOBLE 55 x 55 mm. - 24 unid.,EAD50
744,,ESQUINERO ANGULO  DOBLE 66 x 66 mm. - 24 unid.,EAD60
745,,ESQUINERO ANGULO 100 x 100 mm. REF.- 12 unid.,EA100100
746,,ESQUINERO ANGULO 120 x 120 mm. REF. - 24 unid.,EA125125
747,,ESQUINERO ANGULO 150 x 150 mm. REF. - 12 unid.,EA150150
748,,ESTAÑO EN BLISTER AL 40 %  - 10 unid.  EXIMETAL,EB40
749,,ESTAÑO EN BLISTER AL 50 %  - 10 unid.  EXIMETAL,EB50
750,,ESTAÑO EN BLISTER AL 60 %  - 10 unid.  EXIMETAL,EB60
751,,ESTAÑO EN BOBINA AL 50% x 250 grs (2 mm.) EXIMETAL,EBO50
752,,ESTOPA DE LUSTRE  x 300 grs.,ELUS
753,,EXTENSOR PARA RODILLO 2 mts.,EXR2
754,,EXTENSOR PARA RODILLO 3 mts.,EXR3
755,,DUPLO MULTIFUNCION P/ CHATO (730),DMFC
756,,DUPLO MULTIFUNCION P/ REDONDO (732),DMF
757,,TRIPLE MULTIFUNCION P/ CHATO (110A),TMFC
758,,TRIPLE MULTIFUNCION P/ REDONDO (110),TMF
759,,FLEXIBLE BAJADA RETRACTIL ARTICULADA  60 cms.,FBRA
760,,FLEXIBLE BAJADA RETRACTIL C/TUERCA 40-11/4,FBRCCT
761,,FLEXIBLE BAJADA RETRACTIL C/TUERCA CROMADO 40-11/4,FBRAC
762,,FLEXIBLE A INOX. P/GAS APROB. 1/2 X 20-42 cm.,FAA122042
763,,FLEXIBLE A INOX. P/GAS APROB. 1/2 X 40-90 cm.,FAA124095
764,,FLEXIBLE MALLADO P/ MONOCOMANDO 40 cms x PAR,FMPML
765,,FLEXIBLE MALLADO PARA AGUA 1/2 x 20 cms.,FMA1220
766,,FLEXIBLE MALLADO PARA AGUA 1/2 x 25 cms.,FMA1225
767,,FLEXIBLE MALLADO PARA AGUA 1/2 x 30 cms.,FMA1230
768,,FLEXIBLE MALLADO PARA AGUA 1/2 x 35 cms.,FMA1235
769,,FLEXIBLE MALLADO PARA AGUA 1/2 x 40 cms.,FMA1240
770,,FLEXIBLE MALLADO PARA AGUA 1/2 x 50 cms.,FMA1250
