,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
0,,0.45,DESCUENTO,,,,
1,,,MARGEN,,,,
2,,,,,,,
3,,codigo,detalle,LISTA,COSTO,COSTO + IVA,VENTA
1984,,CCCB75,CEPILLO CIRCULAR COPA BRONCE ONDULADO  75 mm.,2528.42,1137.789,1376.72469,2271.5957384999997
1985,,CCCB100,CEPILLO CIRCULAR COPA BRONCE ONDULADO 100 mm.,4215.25,1896.8625,2295.203625,3787.08598125
1986,,,,0,0,0,0
1987,,,CEPILLOS TUBULARES DE ACERO,0,0,0,0
1988,,CT34,"CEPILLO TUBULAR DE ACERO   3/4""",4381,1971.45,2385.4545,3935.9999249999996
1989,,CT1,"CEPILLO TUBULAR DE ACERO  1""",4381,1971.45,2385.4545,3935.9999249999996
1990,,CT112,"CEPILLO TUBULAR DE ACERO 1 1/2""",4765.38,2144.4210000000003,2594.7494100000004,4281.3365265
1991,,CT2,"CEPILLO TUBULAR DE ACERO 2""",4765.38,2144.4210000000003,2594.7494100000004,4281.3365265
1992,,,,0,0,0,0
1993,,,"CERRADURAS ""TRABEX""",0,0,0,0
1994,,CT6625,"CERRADURA D/PERNO C/PEST. ENTERO "" TRABEX"" 6625",11408.71,5133.9195,6212.042595,10249.87028175
1995,,CT2107,"CERRADURA D/PERNO FTE. CORTO "" TRABEX"" 2107",13242.13,5958.9585,7210.339784999999,11897.060645249998
1996,,CT2105,"CERRADURA D/PERNO FTE. LARGO "" TRABEX"" 2105",13562.14,6102.963,7384.58523,12184.565629499999
1997,,CT3101,"CERRADURA D/PERNO PEST. ENTERO NIQ. "" TRABEX"" 3101",13491.46,6071.157,7346.09997,12121.0649505
1998,,CT1001,"CERRADURA P/ INTERIOR FTE. CORTO ""TRABEX"" 1001",5205.32,2342.394,2834.2967399999998,4676.589620999999
1999,,CT1002,"CERRADURA P/ INTERIOR FTE. LARGO ""TRABEX"" 1002",5205.32,2342.394,2834.2967399999998,4676.589620999999
2000,,CT1020,"CERRADURA P/ RECT. FTE. CORTO ""TRABEX"" 1020",8956.21,4030.2944999999995,4876.656344999999,8046.482969249999
2001,,CT1025,"CERRADURA P/ RECT. FTE. LARGO ""TRABEX"" 1025",8956.21,4030.2944999999995,4876.656344999999,8046.482969249999
2002,,CT6624,"CERRADURA P/ENTERO FTE. HIERRO "" TRABEX"" 6624",10383.59,4672.6155,5653.864755,9328.87684575
2003,,CT700,"CERRADURA PUERTA CORREDIZA ""TRABEX"" 700",12292.65,5531.6925,6693.347925,11044.02407625
2004,,CT5105,"CERROJO C/PERNO NIQUELADA "" TRABEX"" 5105",9422.31,4240.0395,5130.447795,8465.23886175
2005,,CT5101,"CERROJO D/PERNO GIRATORIO NIQ. "" TRABEX"" 5101",9068.23,4080.7035,4937.651235,8147.12453775
2006,,CT625,"CERROJO DE PERNOS  CAJA NIQ. ""TRABEX"" 625",8473,3812.85,4613.5485,7612.355024999999
2007,,CTCR,"CERROJO LLAVE CRUZ ""TRABEX""  193",12543.16,5644.4220000000005,6829.750620000001,11269.088523
2008,,CT624,"CERROJO RECTANGULAR CAJA NIQ. ""TRABEX"" 624",8473,3812.85,4613.5485,7612.355024999999
2009,,,,0,0,0,0
2010,,,CERRADURAS DIVO,0,0,0,0
2011,,CD1100,"CERROJO "" DIVO "" DOBLE PERNO NIQUEL  1100",1738.53,782.3385,946.6295849999999,1561.9388152499998
2012,,,,0,0,0,0
2013,,,CERRADURAS Y CERROJOS PRIVE,0,0,0,0
2014,,CP101,CERRADURA PRIVE 125 x 65 MM. 101,2607.7,1173.465,1419.8926499999998,2342.8228724999994
2015,,CP102,CERRADURA PRIVE 125 x 65 MM. 102,2915.58,1312.011,1587.5333099999998,2619.4299614999995
2016,,CP207,CERRADURA PRIVE 125 x 65 MM. 207,5866.77,2640.0465000000004,3194.4562650000003,5270.85283725
2017,,CP208,CERRADURA PRIVE 125 x 65 MM. 208,6034.18,2715.3810000000003,3285.61101,5421.2581665
2018,,CP113,CERRADURA PRIVE 125 x 65 MM. C/ CILINDRO 113,19424.08,8740.836000000001,10576.41156,17451.079074
2019,,CP200,CERRADURA PRIVE 140 x 65 MM. DE PAL. 200  en caja,6420.94,2889.423,3496.2018299999995,5768.733019499999
2020,,CP205,CERRADURA PRIVE 140 x 65 MM. DE PAL. 205,7105.98,3197.691,3869.2061099999996,6384.190081499999
2021,,CP201,CERRADURA PRIVE 145 x 68 MM. DE PAL. 201,10246.77,4611.0465,5579.366265000001,9205.954337250001
2022,,CP110,CERRADURA PRIVE 150 x 70 MM. C/ CILINDRO 110,22198.93,9989.5185,12087.317385,19944.073685249998
2023,,CP214,CERROJO PRIVE 126 x 40 PUERTA CORREDIZA 214,12089.62,5440.329000000001,6582.79809,10861.6168485
2024,,CP212,CERROJO PRIVE 83 x 63 PUERTA CORREDIZA  212,8480.8,3816.3599999999997,4617.7955999999995,7619.362739999999
2025,,CP210,CERROJO PRIVE DOBLE PERNO 210,5971.34,2687.103,3251.39463,5364.801139499999
2026,,,,0,0,0,0
2027,,,CHALECO REFLECTOR,0,0,0,0
2028,,CHRN,CHALECO REFLECTOR NARANJA,1235.6,556.02,672.7841999999999,1110.0939299999998
2029,,CHR,CHALECO REFLECTOR VERDE,1120.6,504.27,610.1667,1006.775055
2030,,,,0,0,0,0
2031,,,CHALK LINE (CHOCLA),0,0,0,0
2032,,CHO,CHOCLA,923.29,415.4805,502.731405,829.5068182499999
2033,,CHOPO,CHOCLA C/ POLVO EN BLISTER,1609.6,724.3199999999999,876.4271999999999,1446.1048799999996
2034,,,,0,0,0,0
2035,,,CHANGUITO PARA COMPRAS,0,0,0,0
2036,,CHAN,CHANGUITO C/ 2 RUEDAS Y BOLSA,13182.5,5932.125,7177.87125,11843.4875625
2037,,CHACA,CHANGUITO CANADIENSE 4 RUEDAS,17616.13,7927.258500000001,9591.982785,15826.77159525
2038,,CHAND,CHANGUITO DOBLE,14408.28,6483.726000000001,7845.30846,12944.758958999999
2039,,CPVA,CHANGUITO PORTAVALIJAS,13337.81,6002.0145,7262.437545,11983.021949249998
2040,,,,0,0,0,0
2041,,,CHANGUITO PARA COMPRAS ESTAMPADO,0,0,0,0
2042,,CHBE,"CHANGUITO MODELO ""MARKET""  IMPORTADO",9486.35,4268.8575,5165.317575,8522.773998749999
2043,,,,0,0,0,0
2044,,,"CHISPEROS ""MAGICLICK""",0,0,0,0
2045,,CMLL,CHISPERO MAGICLICK LLAMA,816.84,367.57800000000003,444.76938,733.869477
2046,,CMPS,CHISPERO MAGICLICK PARTY SOLIDO,728.56,327.852,396.70091999999994,654.5565179999999
2047,,CMSB,CHISPERO MAGICLICK SIGLO XXI BLACK,739.98,332.99100000000004,402.91911000000005,664.8165315
2048,,CMVR,CHISPERO MAGICLICK VOLCANO C/ RECARGA,1076.31,484.3395,586.050795,966.98381175
2049,,CMB,CHISPERO MAGICLIK BRASAS,912.92,410.81399999999996,497.08493999999996,820.1901509999999
2050,,RMC,RECARGA MAGICLIK,348.57,156.8565,189.796365,313.16400225
2051,,,,0,0,0,0
2052,,,"CHOCLA CON POLVO ""RUBI""",0,0,0,0
2053,,CHOPOR,"CHOCLA C/ POLVO Y NIVEL ""RUBI""",9014.34,4056.453,4908.308129999999,8098.708414499999
2054,,,,0,0,0,0
2055,,,CIERRAPUERTAS A RESORTE,0,0,0,0
2056,,CPR250,CIERRAPUERTA A RESORT. 250 mm. FUMACA (53032),2023.14,910.413,1101.59973,1817.6395544999998
2057,,,,0,0,0,0
2058,,,CIERRAPUERTAS PARA MUEBLES,0,0,0,0
2059,,CMM,CIERRE MAGNETICO ARRIMAR 36 x 15 mm. CAJA x 80 un,105.98,47.691,57.70611,95.2150815
2060,,CMAR,CIERRE VAIVEN A RODILLO ZINCADO   CAJA x 50 unid.,113.68,51.156000000000006,61.89876,102.132954
2061,,,,0,0,0,0
2062,,,"CINTA AISLADORA PVC ""TACSA""",0,0,0,0
2063,,CATAM,"CINTA AISLADORA PVC x 10 mts. AMARILLA ""TACSA""",410.2,184.59,223.3539,368.533935
2064,,CATAZ,"CINTA AISLADORA PVC x 10 mts. AZUL ""TACSA""",410.2,184.59,223.3539,368.533935
2065,,CATB,"CINTA AISLADORA PVC x 10 mts. BLANCA ""TACSA""",410.2,184.59,223.3539,368.533935
2066,,CATG,"CINTA AISLADORA PVC x 10 mts. GRIS ""TACSA""",410.2,184.59,223.3539,368.533935
2067,,CATN,"CINTA AISLADORA PVC x 10 mts. NEGRA ""TACSA""",410.2,184.59,223.3539,368.533935
2068,,CATR,"CINTA AISLADORA PVC x 10 mts. ROJO ""TACSA""",410.2,184.59,223.3539,368.533935
2069,,CATV,"CINTA AISLADORA PVC x 10 mts. VERDE ""TACSA""",410.21,184.59449999999998,223.35934499999996,368.5429192499999
2070,,CATAM2,"CINTA AISLADORA PVC x 20 mts. AMARILLA ""TACSA""",711.27,320.0715,387.286515,639.02274975
2071,,CATAZ2,"CINTA AISLADORA PVC x 20 mts. AZUL ""TACSA""",711.27,320.0715,387.286515,639.02274975
2072,,CATB2,"CINTA AISLADORA PVC x 20 mts. BLANCA ""TACSA""",711.27,320.0715,387.286515,639.02274975
2073,,CATG2,"CINTA AISLADORA PVC x 20 mts. GRIS ""TACSA""",711.27,320.0715,387.286515,639.02274975
2074,,CATN2,"CINTA AISLADORA PVC x 20 mts. NEGRA ""TACSA""",711.27,320.0715,387.286515,639.02274975
2075,,CATR2,"CINTA AISLADORA PVC x 20 mts. ROJO ""TACSA""",711.27,320.0715,387.286515,639.02274975
2076,,CATV2,"CINTA AISLADORA PVC x 20 mts. VERDE ""TACSA""",711.27,320.0715,387.286515,639.02274975
2077,,,,0,0,0,0
2078,,,"CINTA AISLADORA TELA ""TACSA""",0,0,0,0
2079,,CATTB,"CINTA AISLADORA TELA x 9 mts. BLANCA ""TACSA""",1299.06,584.577,707.33817,1167.1079805
2080,,CATTN,"CINTA AISLADORA TELA x 9 mts. NEGRA ""TACSA""",1299.06,584.577,707.33817,1167.1079805
2081,,,,0,0,0,0
2082,,,"CINTA AUTOSOLDABLE ""TACSA""",0,0,0,0
2083,,CASC,"CINTA AUTOSOLDABLE x 2 mts. ""TACSA""",1113.95,501.27750000000003,606.545775,1000.80052875
2084,,,,0,0,0,0
2085,,,"CINTA DE AMARRE ""PITBUILD""",0,0,0,0
2086,,CACCG,CINTA AMARRE C/CRIQUE  5 mts x 5 cm(TOV3460),6041.95,2718.8775,3289.841775,5428.238928749999
2087,,CACCC,CINTA AMARRE C/CRIQUE 4.5 mts x 2.5 cm(TOV3240),1967.72,885.474,1071.42354,1767.848841
2088,,,,0,0,0,0
2089,,,CINTA DE EMBALAJE DELMAR,0,0,0,0
2090,,CEMA,CINTA DE EMBALAJE 48 x 50 MARRON,545.9,245.655,297.24255,490.4502075
2091,,CET,CINTA DE EMBALAJE 48 x 50 TRANSPARENTE,545.9,245.655,297.24255,490.4502075
2092,,,,0,0,0,0
2093,,,"CINTA DE MONTAJE METALICA""APRET""",0,0,0,0
2094,,CDMM,CINTA DE MONTAJE METALICA 0.18 X 10 MTS.(AG 7mm),6001.14,2700.5130000000004,3267.6207300000005,5391.574204500001
2095,,,,0,0,0,0
2096,,,CINTA DE PELIGRO,0,0,0,0
2097,,CPDF50,CINTA DE PELIGRO x   50 mts. DOBLE FAZ,945.7,425.56500000000005,514.9336500000001,849.6405225000001
2098,,CPDF100,CINTA DE PELIGRO x 100 mts. DOBLE FAZ,1021.23,459.55350000000004,556.059735,917.49856275
2099,,CPDF200,CINTA DE PELIGRO x 200 mts. DOBLE FAZ,1181.92,531.864,643.55544,1061.866476
2100,,,,0,0,0,0
2101,,,"CINTA ENMASCARAR ""DOBLE A""",0,0,0,0
2102,,CE1850,CINTA DE ENMASCARAR 18 x 50  DOBLE A,773.57,348.10650000000004,421.20886500000006,694.99462725
2103,,CE3650,CINTA DE ENMASCARAR 36 x 50  DOBLE A,1547.14,696.2130000000001,842.4177300000001,1389.9892545
2104,,CA1850,CINTA DE ENMASCARAR AZUL 18 x 40   DOBLE A,850.93,382.9185,463.33138499999995,764.4967852499999
2105,,CA2450,CINTA DE ENMASCARAR AZUL 24 x 40   DOBLE A,1134.58,510.561,617.7788099999999,1019.3350364999998
2106,,CA3650,CINTA DE ENMASCARAR AZUL 36 x 40   DOBLE A,1701.87,765.8415,926.6682149999999,1529.0025547499997
2107,,CA4850,CINTA DE ENMASCARAR AZUL 48 x 50   DOBLE A,2269.15,1021.1175000000001,1235.552175,2038.6610887499999
2108,,,,0,0,0,0
2109,,,"CINTA ENMASCARAR ""TEKBOND""",0,0,0,0
2110,,CES1850,CINTA DE ENMASCARAR UG TKB 18 x 50,715.57,322.0065,389.627865,642.88597725
2111,,CES2450,CINTA DE ENMASCARAR UG TKB 24 x 50,955.79,430.1055,520.427655,858.7056307499998
2112,,CES3650,CINTA DE ENMASCARAR UG TKB 36 x 50,1431.16,644.022,779.26662,1285.7899229999998
2113,,CES4850,CINTA DE ENMASCARAR UG TKB 48 x 50,1911.62,860.2289999999999,1040.87709,1717.4471984999998
2114,,CAS1850,CINTA DE ENMASCARAR UV AZUL 18 x 50,836.24,376.308,455.33268,751.298922
2115,,CAS2450,CINTA DE ENMASCARAR UV AZUL 24 x 50,1114.95,501.7275,607.090275,1001.69895375
2116,,CAS3650,CINTA DE ENMASCARAR UV AZUL 36 x 50,1672.42,752.589,910.63269,1502.5439385
2117,,CAS4850,CINTA DE ENMASCARAR UV AZUL 48 x 50,2229.9,1003.455,1214.18055,2003.3979075
2118,,,,0,0,0,0
2119,,,"CINTA MULTIPROPOSITO ""TACSA""",0,0,0,0
2120,,CADA,CINTA ADHESIVA DE ALUMINIO 48 x 25 x 0.13,3650.45,1642.7024999999999,1987.670025,3279.6555412499997
2121,,CADT,CINTA ANTIDESLIZANTE TACSA 25 mm x 5 mts.,6254.69,2814.6105,3405.678705,5619.369863249999
2122,,CDTG25,CINTA DUCT TAPE GRIS 48 x 25 mts.,5768.87,2595.9915,3141.149715,5182.89702975
2123,,CDTAM,"CINTA MULTIPROPOSITO x 9 mts. AMARILLA ""DUCTAC""",2416.07,1087.2315,1315.550115,2170.65768975
2124,,CDTAZ,"CINTA MULTIPROPOSITO x 9 mts. AZUL ""DUCTAC""",2416.07,1087.2315,1315.550115,2170.65768975
2125,,CDTB,"CINTA MULTIPROPOSITO x 9 mts. BLANCA ""DUCTAC""",2416.07,1087.2315,1315.550115,2170.65768975
2126,,CDTG,"CINTA MULTIPROPOSITO x 9 mts. GRIS ""DUCTAC""",2416.07,1087.2315,1315.550115,2170.65768975
2127,,CDTN,"CINTA MULTIPROPOSITO x 9 mts. NEGRA ""DUCTAC""",2416.07,1087.2315,1315.550115,2170.65768975
2128,,CDTR,"CINTA MULTIPROPOSITO x 9 mts. ROJA ""DUCTAC""",2416.07,1087.2315,1315.550115,2170.65768975
2129,,CDTVE,"CINTA MULTIPROPOSITO x 9 mts. VERDE ""DUCTAC""",2416.07,1087.2315,1315.550115,2170.65768975
2130,,CDTVI,"CINTA MULTIPROPOSITO x 9 mts. VIOLETA ""DUCTAC""",2416.07,1087.2315,1315.550115,2170.65768975
2131,,,,0,0,0,0
2132,,,"CINTA PARA REFRIGERACION ""TACSA""",0,0,0,0
2133,,CRSA,"CINTA REFRIGERACION SIN ADHESIVO x 20 mts ""TACSA""",3210.14,1444.5629999999999,1747.9212299999997,2884.0700294999992
2134,,,,0,0,0,0
2135,,,"CINTAS DESTAPACAÑERIAS ""ALIGAS""",0,0,0,0
2136,,CDCA5,"CINTA DESTAPACAÑERIAS DE   5 mts. ""VIYILANT""",2095.72,943.074,1141.11954,1882.8472409999997
2137,,CDCA10,"CINTA DESTAPACAÑERIAS DE 10 mts. ""VIYILANT""",2783.03,1252.3635000000002,1515.3598350000002,2500.34372775
2138,,CDCA15,"CINTA DESTAPACAÑERIAS DE 15 mts. ""VIYILANT""",3406.88,1533.096,1855.0461599999999,3060.8261639999996
2139,,CDCA20,"CINTA DESTAPACAÑERIAS DE 20 mts. ""ALIGAS""",4169.45,1876.2525,2270.265525,3745.9381162499994
2140,,,,0,0,0,0
2141,,,"CINTAS DESTAPACAÑERIAS ""S 3""",0,0,0,0
2142,,CDC5,"CINTA DESTAPA CAÑERIAS  5 mts. ""S 3""",5555.17,2499.8265,3024.790065,4990.90360725
2143,,CDC10,"CINTA DESTAPA CAÑERIAS 10  mts. ""S 3""",9465.63,4259.5335,5154.035534999999,8504.158632749997
2144,,CDC15,"CINTA DESTAPA CAÑERIAS 15  mts. ""S 3""",13376.02,6019.209000000001,7283.24289,12017.3507685
2145,,CDC20,"CINTA DESTAPA CAÑERIAS 20 mts. ""S 3""",17697.75,7963.9875,9636.424875,15900.10104375
2146,,CDP5,"CINTA DESTAPA PILETA  5 mts. ""S 3""",2339.56,1052.802,1273.89042,2101.9191929999997
2147,,CDP10,"CINTA DESTAPA PILETA 10 mts. ""S 3""",3064.22,1378.899,1668.46779,2752.9718534999997
2148,,,,0,0,0,0
2149,,,CINTAS DESTAPAPILETAS PLASTICAS,0,0,0,0
2150,,CDPA5,"CINTA DESTAPAPILETAS PLASTICA ""ALIGAS""  5 mts.",1195.64,538.038,651.02598,1074.192867
2151,,CDPA10,"CINTA DESTAPAPILETAS PLASTICA ""ALIGAS"" 10 mts.",1702.17,765.9765000000001,926.8315650000001,1529.27208225
2152,,,,0,0,0,0
2153,,,CINTAS DOBLE FAZ,0,0,0,0
2154,,CDF122,"CINTA DOBLE FAZ 12 mm. x 5 mts. ""TACSA""",1755.22,789.849,955.71729,1576.9335285
2155,,CDF182,"CINTA DOBLE FAZ 18 mm. x 2 mts. ""TACSA""",1717.97,773.0865,935.434665,1543.4671972499998
2156,,,,0,0,0,0
2157,,,"CINTAS METRICAS ""EVEL""",0,0,0,0
2158,,CME105,CINTA METRICA 105 - 5 mts. PUNTERA HEBILLA,4768.97,2146.0365,2596.704165,4284.56187225
2159,,CME115,CINTA METRICA 115 - 15 mts. PUNTERA HEBILLA,8305.39,3737.4255,4522.284855,7461.7700107499995
2160,,CME202,CINTA METRICA 202 -  2 mts. RETROFLEX,2501.21,1125.5445,1361.908845,2247.1495942499996
2161,,CME203,CINTA METRICA 203 -  3 mts. RETROFLEX,3164.97,1424.2365,1723.326165,2843.48817225
2162,,CME110,CINTA METRICA 210 - 10 mts. PUNTERA HEBILLA,6590.72,2965.824,3588.64704,5921.267615999999
2163,,CME120,CINTA METRICA 220 - 20 mts. PUNTERA HEBILLA,10073.81,4533.2145,5485.189545,9050.56274925
2164,,CME125,CINTA METRICA 225 - 25 mts. PUNTERA HEBILLA,12056.32,5425.344,6564.66624,10831.699295999999
2165,,CME130,CINTA METRICA 230 - 30 mts. PUNTERA HEBILLA,14467.72,6510.474,7877.67354,12998.161340999999
2166,,CME150,CINTA METRICA 250 - 50 mts. PUNTERA HEBILLA,20522.71,9235.2195,11174.615595,18438.115731749996
2167,,CME502,CINTA METRICA 502 - 2 mts. RETROBLOCK,2244.17,1009.8765000000001,1221.950565,2016.21843225
2168,,CME503,CINTA METRICA 503 - 3 mts. RETROBLOCK,3000.8,1350.3600000000001,1633.9356,2695.99374
2169,,CME505,CINTA METRICA 505 - 5 mts. RETROBLOCK,3952.46,1778.607,2152.11447,3550.9888754999997
2170,,CME508,CINTA METRICA 508 - 8 mts. RETROBLOCK,9268.52,4170.834000000001,5046.709140000001,8327.070081000002
2171,,CME510,CINTA METRICA 510 - 10 mts. RETROBLOCK,10123.34,4555.503000000001,5512.158630000001,9095.0617395
2172,,CME525,CINTA METRICA 525 - 5 mts. FLEJE 22mm,5411.93,2435.3685,2946.795885,4862.21321025
2173,,,,0,0,0,0
2174,,,CINTAS METRICAS IMPORTADAS,0,0,0,0
2175,,CMG3,CINTA METRICA  3 mts. C/ FRENO IMPORTADA,1190.4,535.6800000000001,648.1728,1069.48512
2176,,CMG5,CINTA METRICA  5 mts. C/ FRENO IMPORTADA,1702.4,766.08,926.9568,1529.47872
2177,,CMG75,CINTA METRICA  7.5 mts C/ FRENO Y GOMA,3510.6,1579.77,1911.5217,3154.010805
2178,,CMG10,CINTA METRICA 10 mts. C/ FRENO Y GOMA,4237,1906.65,2307.0465,3806.6267249999996
2179,,,,0,0,0,0
2180,,,"CINTAS P/ CONSTRUCCION EN SECO ""HUNTER""",0,0,0,0
2181,,CPJ5023,CINTA PAPEL P/ JUNTAS 50 mm x  23 m,785.85,353.6325,427.89532499999996,706.0272862499999
2182,,CPJ5075,CINTA PAPEL P/ JUNTAS 50 mm x  75 m,1769.54,796.293,963.51453,1589.7989745
2183,,CPJ50150,CINTA PAPEL P/ JUNTAS 50 mm x 150 m,3648.99,1642.0455,1986.875055,3278.34384075
2184,,CTA5023,CINTA TRAMADA FIBRA DE VIDRIO 50 mm x 23 m,1066.12,479.75399999999996,580.5023399999999,957.8288609999997
2185,,CTA5045,CINTA TRAMADA FIBRA DE VIDRIO 50 mm x 45 m,1865.71,839.5695000000001,1015.879095,1676.20050675
2186,,CTA5090,CINTA TRAMADA FIBRA DE VIDRIO 50 mm x 90 m,3093.94,1392.2730000000001,1684.6503300000002,2779.6730445000003
2187,,,,0,0,0,0
2188,,,"CINTAS PARA PERSIANAS "" C-I """,0,0,0,0
2189,,CPCI3,CINTA PERSIANA NRO. 3 BLANCA,206.13,92.7585,112.23778499999999,185.19234524999996
2190,,CPCI6,CINTA PERSIANA NRO. 6 BLANCA REFORZADA,268.44,120.798,146.16558,241.173207
2191,,CPCI8B,CINTA PERSIANA NRO. 8 B  VERDE,265.08,119.286,144.33606,238.154499
2192,,CPCI8BR,CINTA PERSIANA NRO. 8 B VERDE REFORZADA,294.45,132.5025,160.328025,264.54124125
2193,,CPCIP,CINTA PERSIANA PICCOLA BLANCA  18 mm.,186.81,84.06450000000001,101.718045,167.83477425
2194,,,,0,0,0,0
2195,,,CINTAS PASACABLES PLASTICAS,0,0,0,0
2196,,CPCA10,CINTA PASACABLE ALMA DE ACERO 10 mts.,2719.65,1223.8425,1480.8494249999999,2443.4015512499996
2197,,CPCA15,CINTA PASACABLE ALMA DE ACERO 15 mts.,3741.73,1683.7785000000001,2037.371985,3361.6637752499996
2198,,CPCA20,CINTA PASACABLE ALMA DE ACERO 20 mts.,4685.19,2108.3354999999997,2551.0859549999996,4209.291825749999
2199,,CPCA7,CINTA PASACABLE ALMA DE ACERO 7 mts.,2111.53,950.1885000000001,1149.728085,1897.0513402499998
2200,,CPC7,CINTA PASACABLE PVC  5 mts.,1169.75,526.3875,636.9288750000001,1050.9326437500001
2201,,CPC10,CINTA PASACABLE PVC 10 mts.,1357.34,610.803,739.07163,1219.4681894999999
2202,,CPC15,CINTA PASACABLE PVC 15 mts.,1610.24,724.6080000000001,876.7756800000001,1446.6798720000002
2203,,CPC20,CINTA PASACABLE PVC 20 mts.,1969.15,886.1175000000001,1072.2021750000001,1769.1335887500002
2204,,,,0,0,0,0
2205,,,CINTURONES PORTA HERRAMIENTAS,0,0,0,0
2206,,PHCC3,PORTAHERRAMIENTAS CON CLAVERA N 3,5875.41,2643.9345,3199.1607449999997,5278.615229249999
2207,,PHM2,PORTAHERRAMIENTAS MULTIPROPOSITO N 2,3710.7,1669.815,2020.47615,3333.7856475
2208,,PLC1,PORTALAPICES CARTUCHERA 5 Bolsillos N 1,2165.85,974.6324999999999,1179.3053249999998,1945.8537862499995
2209,,,,0,0,0,0
2210,,,CLAVIJAS PARA MANIJAS,0,0,0,0
2211,,CLHB,CLAVIJAS HIERRO BRONCEADO - 100 unid.,32.58,14.661,17.73981,29.270686499999996
2212,,CLHN,CLAVIJAS HIERRO NIQUELADO - 100 unid.,32.58,14.661,17.73981,29.270686499999996
2213,,,,0,0,0,0
2214,,,CLAVOS CABEZA CHATA Y PERDIDA,0,0,0,0
2215,,CCC612,CLAVO CAB.CHATA  6 x 12,5000.2,2250.09,2722.6089,4492.304685
2216,,CCC716,CLAVO CAB.CHATA  7 x 16,3579.91,1610.9595,1949.2609949999999,3216.2806417499996
2217,,CCC720,CLAVO CAB.CHATA  7 x 20,3579.91,1610.9595,1949.2609949999999,3216.2806417499996
2218,,CCC820,CLAVO CAB.CHATA  8 x 20,2625.63,1181.5335,1429.6555349999999,2358.9316327499996
2219,,CCC825,CLAVO CAB.CHATA  8 x 25,2625.63,1181.5335,1429.6555349999999,2358.9316327499996
2220,,CCC830,CLAVO CAB.CHATA  8 x 30,2625.63,1181.5335,1429.6555349999999,2358.9316327499996
2221,,CCC920,CLAVO CAB.CHATA  9 x 20,2528.49,1137.8205,1376.762805,2271.65862825
2222,,CCC925,CLAVO CAB.CHATA  9 x 25,2528.49,1137.8205,1376.762805,2271.65862825
2223,,CCC930,CLAVO CAB.CHATA  9 x 30,2528.49,1137.8205,1376.762805,2271.65862825
2224,,CCC1025,CLAVO CAB.CHATA 10 x 25,2458.93,1106.5185,1338.8873849999998,2209.1641852499997
2225,,CCC1030,CLAVO CAB.CHATA 10 x 30,2458.93,1106.5185,1338.8873849999998,2209.1641852499997
2226,,CCC1035,CLAVO CAB.CHATA 10 x 35,2458.93,1106.5185,1338.8873849999998,2209.1641852499997
2227,,CCC1040,CLAVO CAB.CHATA 10 x 40,2458.93,1106.5185,1338.8873849999998,2209.1641852499997
2228,,CCC1230,CLAVO CAB.CHATA 12 x 30,2250.85,1012.8824999999999,1225.5878249999998,2022.2199112499995
2229,,CCC1240,CLAVO CAB.CHATA 12 x 40,2250.85,1012.8824999999999,1225.5878249999998,2022.2199112499995
2230,,CCC1250,CLAVO CAB.CHATA 12 x 50,2408.97,1084.0365,1311.684165,2164.2788722499995
2231,,CCC1440,CLAVO CAB.CHATA 14 x 40,2137.16,961.722,1163.68362,1920.077973
2232,,CCC1450,CLAVO CAB.CHATA 14 x 50,2137.16,961.722,1163.68362,1920.077973
2233,,CCC1550,CLAVO CAB.CHATA 15 x 50,2089.35,940.2075,1137.651075,1877.12427375
2234,,CCC1663,CLAVO CAB.CHATA 16 x 63,2068.21,930.6945000000001,1126.140345,1858.13156925
2235,,CCC1775,CLAVO CAB.CHATA 17 x 75,2132.56,959.652,1161.17892,1915.945218
2236,,CCP612,CLAVO CAB.PERDIDA  6 x 12,5000.2,2250.09,2722.6089,4492.304685
2237,,CCP716,CLAVO CAB.PERDIDA  7 x 16,3579.91,1610.9595,1949.2609949999999,3216.2806417499996
2238,,CCP720,CLAVO CAB.PERDIDA  7 x 20,3579.91,1610.9595,1949.2609949999999,3216.2806417499996
2239,,CCP820,CLAVO CAB.PERDIDA  8 x 20,2625.63,1181.5335,1429.6555349999999,2358.9316327499996
2240,,CCP825,CLAVO CAB.PERDIDA  8 x 25,2625.63,1181.5335,1429.6555349999999,2358.9316327499996
2241,,CCP830,CLAVO CAB.PERDIDA  8 x 30,2625.63,1181.5335,1429.6555349999999,2358.9316327499996
2242,,CCP920,CLAVO CAB.PERDIDA  9 x 20,2528.49,1137.8205,1376.762805,2271.65862825
2243,,CCP925,CLAVO CAB.PERDIDA  9 x 25,2528.49,1137.8205,1376.762805,2271.65862825
2244,,CCP930,CLAVO CAB.PERDIDA  9 x 30,2528.49,1137.8205,1376.762805,2271.65862825
2245,,CCP1025,CLAVO CAB.PERDIDA 10 x 25,2458.93,1106.5185,1338.8873849999998,2209.1641852499997
2246,,CCP1030,CLAVO CAB.PERDIDA 10 x 30,2458.93,1106.5185,1338.8873849999998,2209.1641852499997
2247,,CCP1035,CLAVO CAB.PERDIDA 10 x 35,2458.93,1106.5185,1338.8873849999998,2209.1641852499997
2248,,CCP1040,CLAVO CAB.PERDIDA 10 x 40,2458.93,1106.5185,1338.8873849999998,2209.1641852499997
